ID,Tags,Summary,Date_published
24038278,Female Tom RiddleFirst Kiss汤姆·里德尔性转私设汤姐比哈利大一岁总的来讲就是邪恶病娇的汤姐调戏（？）破特的一个小片段御姐X小正太 ,"一个巴掌一个吻。 , *预警: 汤姆·里德尔性转/私设汤姐比哈利大一岁/总的来讲就是邪恶病娇的汤姐调戏（？）破特的一个小片段*很久以前写的一个伏哈，这里也囤一下~ ",2020-05-06
24038299,Explicit Sexual ContentGratuitous SmutPiningFeelingsCoworkers - FreeformWorkplace SexInfidelity (NOT Dramione)secret feelingsoffice smutMultiple OrgasmsIdiots in LoveNot Epilogue Compliant ,"incendiary  [in- sen -dee-er-ee]   adjective 

used or adapted for setting property on fire:
of or relating to the criminal setting on fire of property.
tending to arouse strife, sedition, etc.; inflammatory:

 
tending to inflame the senses:
 -He was on her so quickly she wondered if he had apparated the short distance between them. His lips covered her and his hands went straight for her hair. She felt her heart in every part of her body but mostly in her fingertips where she grabbed at the lapels of his suit jacket and pulled him tight to her. His tongue swiped across the seam of her lips and she gladly let him access. , A huge HUGE thank you to the alpha & beta Dramione Dream Team that is weestarmeggie & raven_maiden. ",2020-05-06
24038317,Seksiäaikuiset hahmotSmutAdult Harry PotterSuomi | Finnish ,"Kellon soitua oppilaat kiiruhtivat ulos. Kaikki muut paitsi Harry.
 FanFic100-haasteeseen: 11. Punainen , Kirjoitettu 2009. Ficissä on rinnakkaistodellisuus, sillä Severus on hengissä ja aikuinen Harry on palannut Tylypahkaan suorittamaan viimeisen kouluvuotensa. Huom! En omista Pottereita, J.K. Rowling omistaa. En saa tästä rahaa, elekää haastako oikeuteen! ",2009-02-12
24038350,Blind Harry ,*很久以前写的一个Tom/blind!Harry的小片段 ,2020-05-06
24038431,Chinese DramaFluff and HumorComedy ,为爱下厨drama queen喜闻乐见厨房 ,2020-05-06
24038515,,"Upon finding out their former Potions Master survived Nagini's attack, Harry insists on ensuring his full recovery. But forging unlikely alliances and promoting healing within the wizarding world suddenly become imperative when a new post-war threat develops. , Please read and review (R&R). It keeps me going. I appreciate all feedback, but don't be a meanie pants. I'm a real person. And my name is Fie. ;)
I will put warnings vis a vis the Archive's warnings before any chapter where they are relevant, so don't think I'm going to just spring things on you.
Original publication was 2012 on fanfiction dot net under the title Severus Snape and the Potion of Persuasion. I'm picking up this fic again. ",2020-05-06
24038548,,"Collection of everything written for different drabble/wacky au prompts. , Post war EWE drabble. ",2020-05-06
24038662,Cross-Posted on FanFiction.NetCrossoverSlow RomanceCanon-Typical ViolenceCanonical Character DeathSwearingDrelsaOther Additional Tags to Be Added ,"A journey of a thousand miles begins with a single step. Or in Elsa's case, with a letter. , Yes, this is one of those Elsa goes to Hogwarts stories. Don't like, don't read :)
This is updated once a week. 
Big thanks to Anim3Fan4Ever for beta-ing, any errors left are mine. ",2020-05-06
24038710,Pre-SlashAttempt at HumorPOV Remus LupinSirius Black has reasonsMarauders Era (Harry Potter) ,"Seeing the Potter’s owl struggling under the weight of a package was not a common ordeal. It dropped the manifest on the breakfast table with a thud, causing the sweet buns on my plate to dance likes six years old on a trampoline.
The monstrosity was handwritten, tied together with a fine golden string, and titled:
“Top Reasons Remus Lupin Should Crush On One Sirius Black, written by Sirius Black.” , This fic can be read as a one-shot PRE-SLASH, but it was written as a bonus mini-chapter for an ongoing multi-chaptered fic :)You do not need to read one to understand (perchance, enjoy???) the other. , SPOILER ALERT: If you HAVE read my chaptered fic you’d know that, out of context, this is a slightly fluffier version of the events following Remus's sudden epiphany. I meant to write a similar list in the story, but it got viciously edited.  Oops? 
Ta! ",2020-05-06
24038728,Friends to LoversFriendship/LoveFluffFluff and Smutsecret feelingsOneshotscorlilyscorily - Freeform ,"Tenía que estar imaginándose lo que sus ojos veían, aunque no había bebido tanto como para estar alucinando. Pero no había otra explicación para el hecho de que tuviera delante a la protagonista de todos sus sueños húmedos, vestida en tan solo una camiseta gigante del equipo de Quidditch de Slytherin, que se resbalaba por uno de sus hombros y le hacía preguntarse qué había debajo. , Disclaimer: Los personajes y lugares de Harry Potter descritos pertenecen a J.K. Rowling. Tan sólo los que no reconozcáis son de mi total y absoluta propiedad. Todos los derechos reservados. Queda prohibida su copia, adaptación, traducción o distribución sin pedir permiso de la autora (y menos aún sin dar créditos).Genre: RomancePairing: Scorpius Malfoy / Lily Luna PotterRating: M (contenido sexual explícito)Nota del autor: Bueno, esto es un ONESHOT que me vino a la cabeza ayer y no he podido dejar de escribir hasta que lo he terminado. Es la primera vez que publico algo con contenido adulto escrito por mi, y la verdad, estoy bastante nerviosa. Espero que se de vuestro agrado, y cualquier consejo para mejorar la escritura de este tipo de contenido siempre es bienvenido.Es un Scorlily/Scorily. La verdad, me cuesta tanto imaginar a Scorpius con Rose, que siempre he preferido emparejarle con Lily Luna. Los eventos de El Legado Maldito ocurren, aunque me he tomado libertades literarias con lo que ocurre después y los personajes de Lily y Hugo.Resumen: Tenía que estar imaginándose lo que había ante sus ojos, aunque no había bebido tanto como para estar alucinando. Pero no había otra explicación para el hecho de que la protagonista de todos sus sueños húmedos estuviera vestida en tan solo una camiseta gigante del equipo de Quidditch de Slytherin, que se resbalaba por uno de sus hombros y le hacía pensar en lo que había debajo de ese pedazo de tela. ",2020-05-06
24038794,wolfstarAbusive RelationshipsAbused Remus LupinRape/Non-con ElementsAbuseSuicidal ThoughtsSuicide AttemptSelf-HarmSuicide NotesFluff and Angst ,"Remus is in an abusive relationship but refuses to tell the other Marauders anything about it. Sirius is determined to get to the bottom of Remus' suddenly worsened anxiety and and the bruises he's been gaining no where near the full moon. , I've never written a fanfic like this before so I apologize in advance if it's terrible. Constructive criticism is greatly appreciated. I hope you enjoy this! ",2020-05-06
24038806,Established RelationshipDomesticdraco tries to cookkey word being triesDrabbleShort ,"Draco wants to surprise Harry with dinner, one issue with that is the fact that he's a disaster in the kitchen. ",2020-05-06
24038884,Post-War ,"The war is over, so where are Harry and Ginny now? Harry's finally settled into a position that's made for him, and Ginny is thriving as a chaser. Life is normal. Life is good. All is well. A one (maybe two) shot on where Harry and Ginny are post-war, inspired by a tumblr post and its responses. , Okay this idea originated on tumblr and showed up when I was looking for good OTP prompts. Harry and Ginny are far from being my OTP, but I do love that they’re…I dunno, classic? Anyhow, I enjoy their characters well enough, but I rarely write for either of them. I found this idea (the long and short of it was “Why did JKR make Harry an auror after writing OOtP and making it obvious that he would’ve been amazing as a DADA teacher?”) and fell in love with it. So here’s me writing a one/maybe two-shot about Harry and Ginny post-war. (I say maybe two, because I found a prompt that was more Ginny-centric that I also liked that I might also write in a similar structure).As always, I own absolutely nothing. , We did it! I’m actually a bit proud of this one. It’s short and sweet and fluffy and made my heart smile a bit. (This was also written on a train after seeing Cursed Child, so admittedly I also felt like I was in my JKR stride hahaha). Let me know what you think in the reviews, if you loved/hated it, want to see the second chapter I had considered (focused on Ginny’s career), wished I would’ve written something like this about Hermione and Fred, etc. Constructive feedback is always welcome! As always, thanks for reading and I hope you enjoyed! ",2020-05-06
24039142,5+1 ThingsFluffCuteForehead KissesSleepy Kissesall of the kissesfred and hermione are precious okayEverybody Knows They Like Each Otherbut hermione is a bit nervous about itand so is fredbut thank God they get togetherand now they're wholesome as HECK ,"Five times Fred kisses Hermione, and one time she kisses him. , This was short and fluffy and sweet--I enjoyed writing this one, hope you enjoy it too! ",2020-05-06
24039184,Kind of happy ending ,"What happened before and after Gellert Grindelwald’s death... and because I really wanted to give our boys a taste of sweetness after all they’ve been through, though this may hurt a bit at first. It’s been edited, and most of the quirky mistakes have been removed. , Hi there!So glad I could share this, ‘cause it’s my very first fanfic and I hope you can actually enjoy it. GGAD is the only pairing I’ve ever liked, though it hurts so much that I just have to spin a story of my own. It probably won’t be the only work I’ll post here, but really, that depends on whether or not I survive the next few days... conditions are kind of bleak where I live right now. As always, English is not my mother tongue, and I was half-delirious when I wrote this, so feel free to point out mistakes! , Thanks for finishing it! Leaving a comment if you liked it, please, and kudos to make my day! The poem is by Baudelaire, The Self-Tormentor, and its use was inspired by my favorite comic artist. ",2020-05-06
24039226,SchizophreniaMedicationArthur Knows About Merlin's Magic (Merlin)Emotional Hurt/ComfortHurt/ComfortTruth SerumIdiots in LoveLove Potion/SpellAngst with a Happy Ending ,"Merlin had spent years waiting for Arthur to return and when he does it turns out he isn't as ready to see him as one might hope to believe , TW: mention of pills and Merlin doesn't really take his medicine as much as he needs too ",2020-05-06
24039385,Post-War8th year ficgoing back to hogwartsfluff and feelingsA little bit of angstHermione's POVHarmony - FreeformFacebook: Harmony & Co. ,"There was a voice in the back of her head, telling her that this wasn’t how first kisses normally went, but then again nothing had ever really been normal with them. , This one is for Laney! Thank you for the essential work you do in this trying time and I hope that I can make you smile with a little bit of Harmony <3 ",2020-05-06
24039529,CrossoverParent Hatake KakashiKid Harry PotterJust Add NinjasProtective Hatake KakashiBAMF Hatake KakashiHarry Potter Has a SiblingNaruto is Just NarutoUchiha Sasuke Has IssuesLuna Lovegood Being Luna LovegoodUchiha Sasuke & Uzumaki Naruto Friendship ,"The final battle has ended, and Harry Potter, exhausted and dying, waits patiently to succumb to his injuries so he can finally see his friends and family again.  With his notorious luck of getting thrown into difficult situations, Harry instead finds himself shrunk and lost in a new world via the Fates, who may or may not have ulterior motives for sending him on this ""Next Great Adventure.""    Welcome, Harry, to the world of Ninja! ",2020-05-06
24039535,Fluffbit of angsthermione is tiredhermione goes back to the muggle worldFred Weasley is a Good FriendCoffee datehermione works at a bookstoreWholesome ,"One-Shot about Fred and Hermione's early relationship and married life. Slightly fluff , This is one of the first Fred/Hermione pieces I wrote, hope you enjoy! ",2020-05-06
24039571,,"All it took was the Malfoy's arriving ten minutes prior to the Weasley's, and Harry sitting one carriage over on the train to Hogwarts, for the fate of the wizarding world to change for good. With no prejudice against slytherin, Harry has no reason to deny the sorting hat's pull to sort him there and the world reacts poorly to the golden boy in the nest of snakes. ",2020-05-07
24039667,FluffDomestic FluffAlternate Universe - Canon DivergenceSirius Black LivesRemus Lupin Lives ,"Minerva Potter is 11, now waiting to get to Hogwarts for the first time. She's the second child of Harry Potter and Ginny Weasley. Some things are making her feel anxious, but her Grandmoomy just knows what to say.[From the fic: "" “So?” he asked, “What is it that has been keeping you up?”Minerva took a long gulp of the beverage to avoid the question. After a while she put her cup back on the table and sighed trying not to look into his eyes.“What if I’m not sorted into Gryffindor?”Remus’s face softened and stretched his arms out to take her hands.“Gryffindor is not the only Hogwarts house” ""]Inspired by the lyrics from the musical ""Mamma Mia!"". , The Minerva Potter Universe is the world in which if Harry and Ginny had had another daughter she would be called Minerva for sure! Moreover, in this universe Sirius and Remus live, they're now both 60 years old (in 2020) and love taking care of their grandchildren. All the other things from canon are still the same.You can follow @minniethecatt on Twitter to get first access to the content and other gems![We own no character written by J.K. Rowling] ",2020-05-06
24039682,,"Luna must make a decision on who she wants to be with, or risk being stuck in the Forest of Dean. , Based off of JK Rowlings Harry Potter series. This is in no way meant to infringe on her intellectual property ",2020-05-06
24039697,Fluff and HumorRomanceHolidaysFriendship ,"Tout le monde veut caser Severus. Severus, lui, veut juste qu'on lui fiche la paix. , Une petite histoire de Noël, principalement du fluff ! Bien sûr, Harry Potter ne m'appartient pas. La fanfiction est finie, il y aura encore deux chapitres. ",2020-05-06
24039733,YleislätinääAlbus/Gellert mainittunaSlice of LifeBackground Albus/GellertSuomi | Finnish ,"Harmikseen Albus tunsi punastuvansa syväluotaavan katseen edessä. , Kirjoitettu 2009 zilahille, joka pyysi ficciä Albuksesta alhaisella ikärajalla. Huom! En omista Pottereita, J.K. Rowling omistaa. En saa tästä rahaa, elekää haastako oikeuteen! ",2009-03-19
24039793,romantiikkaaRomanceSuomi | Finnish ,"Tuolla hetkellä Hermione olisi voinut upota Ginnyn katseeseen, hukkua siihen kaipaamatta koskaan takaisin. , Kirjoitettu 2009.
 
Huom! En omista Pottereita, J.K. Rowling omistaa. En saa tästä rahaa, elekää haastako oikeuteen! ",2009-06-13
24039808,MarriageMarriage Law ChallengeMalfoy ManorFamilyFriendshipPOV Draco MalfoyPOV Hermione GrangerWedding FluffRitualsFluff ,"Sept étapes pour épouser un Malfoy. Ou : comment faire des biscuits avec Lucius, choisir une robe avec Harry et Ron, et tomber follement amoureuse. , Juste une petite histoire sans prétention, pour contrer l'ennui. Rien ne m'appartient évidemment. Pas trop d'originalité sur l'histoire également, c'est principalement pour m'exercer :) ",2020-05-06
24039922,HumorBad PunsChristmasFamilyDrabble ,"Hermione knew nothing good would come from asking her parents about Nicolas Flamel, but she did anyway. Drabble. ",2020-05-06
24040132,Implied/Referenced Child AbusePast Child AbuseCharacter DeathRegulus Black Deserves BetterSirius Black Deserves Better ,Regulus Black writes a letter to his brother before his death. ,2020-05-06
24040195,Alternate Universe - College/UniversityFluffFred Likes HermioneHermione Likes FredThey won't admit itBut their pals all know! ,"A collection of one-shots set in the muggle world about Hermione and Ginny sharing a suite with Fred and George while at University. , So ideally, this fic is going to be a series of Muggle Universe drabbles about Hermione and Fred living in a University suite together -for a visual, picture Fred and George being in one room, Ginny and Hermione in another, and there being a common space that both rooms open up to with some desks, a bookshelf, and a kitchen area.That said, here we go! ",2020-05-06
24040234,Implied/Referenced Child AbuseMeet-CuteAlternate Universe - MuggleI am bad with tags ,"I received a prompt for Wolfstar, ""I'm gonna marry him."" ",2020-05-06
24040255,DreamsPiningFluff and AngstWish Fulfillment ,"Pendant 365 nuits, Harry se retrouve à rêver d'univers alternatifs où il est amoureux de Malfoy. Adolescents, vieillards, mariés, se disputant... Ses rêves couvrent un large éventail de possibilités. Pourtant, il n'aime pas Draco... ou bien si ? , Harry Potter ne m'appartient pas. ",2020-05-06
24040318,Alpha/Beta/Omega DynamicsLight AngstIllnessesBondingsoul bondsbut not like 'soul mates'navigating stereotypesMildly Dubious ConsentKindabut notits detailed in the warningslets talk about our feelings kids ,"When he came of age, he never presented as an Alpha, Beta or an Omega, which wasn’t necessarily uncommon. Everyone had assumed after defeating one of the strongest Alphas ever known, Harry would take up the mantle. But he hadn't. After years of believing he was just someone who hadn't presented, Harry is presenting as an Omega. But something is wrong. He can't hold anything down, he can't seem to get out of a pseudo 'heat'. And his Healer can't help him. So it is time to reach out for a second opinion. , So I started writing this two years ago. TWO! It has been like pulling teeth to get this story out of me. Is it particularly good to have been waiting this long? I have no idea. Honestly, I've reread it so many times that I can't tell what is north or south anymore. It's not even a particularly long story. Writing has been difficult for me as of late, but I am hoping to get back into it. I think I let the 'fandom' get the best of me. I started worrying about what people wanted me to write, rather than writing about what I liked. I started hyper analyzing everything, worried about what people would say. And it started to impact my stories. Which I think is why I have had trouble writing. I haven't done what the characters are telling me to do-- or perhaps too many voices in my head telling me what the character should be doing. Annnyyy way. I hope to write more. And I do hope you enjoy this bit of trope. I enjoy the A/B/O dynamics fics myself, and I wanted to have a go at it. ",2020-05-06
24040375,FluffHumorFluff and HumorNot Canon CompliantPost-HogwartsHarry Potter Epilogue What Epilogue | EWECheesy ,"It was harmless babysitting at first. But, their frequent encounters soon had them both developing feelings they weren't sure they were ready for. , Written for Hermione's Haven Bingo 2020Square: I1 - Andromeda TonksThis is so cheesy and fluffy, I think. Wingman Harry is just trying his best. I hope you enjoy. ",2020-05-06
24040489,Number Twelve Grimmauld PlaceCanon CompliantSmutBook 5: Harry Potter and the Order of the PhoenixPOV Sirius BlackPlot What Plot/Porn Without PlotSirius and Fleur are not so different after allLight Dom/subPerfection is flawedMoony and Padfoot friendshipVeelaLonelinessSmiling is healthy ,"It’s pleasant to have something beautiful to watch for once in this house full of horrors.Sirius only half listens to her describing how awful and chilly Hogwarts was during winter because he is focused on her lips instead and the thought that maybe, on some level, she’s not that different from him.She’s too beautiful, too confident, and too loud about her opinions. Women despise her for her beauty and Sirius can guess that most men pant after her and don’t care about what she has to say. It must not be easy being Fleur Delacour. , I’m french, just like one of our main characters, the filthy french bits are a hundred percent legit ;)I realised, after over 15 years of passion for the Harry Potter world, that Sirius and Fleur are not so different after all.They are both handsome, brave, loyal and passionate. They don't take bullshit. They are both arrogant and sometimes annoying.Maybe there is a space in the fanfiction world for their torrid affair ;)Read the tags people! And leave kudos or a comment if you like it!A big thank to Kelly for kindly offering to reread my story !Disclaimer: This is a work of fan fiction using characters from the Harry Potter world, which is trademarked by J. K. Rowling. All the charactersin this fanfiction are created and owned by J.K. Rowling, and I do not claim any ownership over them or the world of Harry Potter. The story I tell here my own invention, and it is not purported or believed to be part of J.K. Rowling's story canon. This story is for entertainment only and is not part of the official story line. I am not profiting financially from the creation and publication of this story. ",2020-05-06
24040576,a little drarrya little romioneFamily FluffRelationship DiscussionsComing OutFriendshipBromancealternative universeNo Voldemort ,"Harry spends Christmas at the Weasley's and finds himself in a difficult conversation with Ron. Will he tell him the truth about why he broke up with Cho or will he keep hiding his feelings for a certain blond git? , This is for the December 2019 prompt of the 12 Short Stories in 12 Months Challenge. ",2020-05-06
24040723,Mentions of Suspected Pedophiliamentions of assaultPOV Lucius Malfoylockhart gets what's coming for him and I for one delight in the smackdownI Wrote This Instead of Sleeping ,"In which Lockhart gets his comeuppance to the absolute delight of everyone in the (irl) audience. , This originated from somewhere in the depths of my salt and spite and I don't even know, but here. I hope you will all find it as enjoyable as I did writing it. , You can find me on twitter ",2020-05-06
24040783,Mental Health IssuesEating DisordersSelf-HarmSuicide AttemptDrug AbuseAlcoholismanger issuesAnxietyDepressionOCDPTSDObsessive-Compulsive DisorderPost-Traumatic Stress Disorder - PTSDSupport GroupMental Health Support GroupHogwartsNight Terrors ,"Mental illness is all around, even at Hogwarts. You never know who it affects, or what someone is going through.
I found a couple of chapters of this in my drafts on a different site and thought I'd post it here and continue the story. Hope you enjoy.
TRIGGER WARNING - MANY DIFFERENT KINDS OF MENTAL ILLNESS, INCLUDING GRAPHIC DEPICTIONS. Everyone has different experiences with mental illness. ",2020-05-06
24040924,Alternate Universe - Canon Divergence ,"After his death, Hermione Granger is surprised to receive a letter...and so much more...from her former Professor. , 2020 Tropes and Fandoms challenge:Roll Date: 4/29/20Square: 76/RegularTrope: Letter Fic , Even though this is the end of the story...and it works well as a stand alone one-shot...I strongly suspect that I will be continuing this fic at a later time.  After all, it seems to have so much ""Fix-It"" potential! 😉 ",2020-05-06
24041053,强迫性行为Hand Jobs ,"Warnings：🔪。强迫。NC17 第I部分：消失柜与爱人第II部分：_________ , 哈利慢慢走了几步，感到胸中有种深深的失落感。他回头看看马尔福，觉得他的背影在这个空间里显得形单影只。“明天我还能过来吗？”哈利还没想好要说什么的时候，被吐真剂影响的舌头已经在替他说了。他俩都被吓了一跳。 ",2020-05-06
24041167,PiningShort & Sweetangsty fluffPining Remus LupinLong-Distance Relationshipfar away but close to the heartDrabble ,"Remus is pining for his boyfriend during the summer. He's in Wales and Sirius is with the Potters. Sad but very sweet because this is Remus John Lupin. He is a sweet sad boi who needs an abundance of hugs. Very short. , SO this is what I came up with for Jennandblitz's birthday because I love her and she wanted some pining wolfstar. Happy birthday! I hope you like it! ",2020-05-06
24041293,FluffAngstThere's like one third angstand two thirds fluffRemus just won a betHarry and Draco are so in loveSirius Black and Remus Lupin Raise Harry Potterwolfstar raising Harry auKindabecause they raised himbut he's like 17 nowPost-Battle of HogwartsRemus Lupin/Nymphadora Tonks Never HappenedSirius Black Liveshow does one tag?I hope you'll read it! ,"Harry felt like he was suffocating.He knew that he should be celebrating, or shaking people’s hands in the great hall, or at least sleeping, but he could only think of one thing.Draco. , Hello lovely people! This idea popped into my head last night, and i just had to get it down onto paper before I forgot it! I absolutely adore these two ships, and I feel like Remus and Sirius would really ship Drarry, so this happened. I hope you like it as much as I do!xx,CJ , Hello my dudes! I hope you enjoyed reading this, and if you did, feel free to leave kudos, and pleasepleaseplease leave a comment if you feel so inclined, reading your words always makes my world go round!I hope you have a wonderful day!xx,CJ ",2020-05-06
24041326,Crossover ,"Everyone knows that the Department of Mysteries has a secret collection of magical artifacts of varying degrees of danger and power. When Voldemort has taken over the Ministry of Magic, he discovers one of those secrets is a Stargate. Now he has plans not to just take over Earth but the entire Galaxy. ",2020-05-06
24041410,Alternate UniverseJames Potter LivesSirius Black LivesMinor Sirius Black/James PotterAuror Harry PotterAuror Sirius BlackAuror James PotterMinistry of Magic Employee Hermione GrangerTerrorismLondon UndergroundLondon Bombings7/7POV AlternatingChanging TensesDramaFamilyHurt/ComfortMinor Harry Potter/Ginny WeasleyPost-Traumatic Stress Disorder - PTSD7/7 bombingsJuly 7 2005 London Bombing ,"On 7 July 2005, London experienced a deadly terrorist attack. Auror Harry Potter was on the way home from an overnight shift and decided to take the tube. This story is not my usual light-hearted fluff. AU, side-Starbuck (James/Sirius), Drama, mentions of violence, descriptions of the aftermath. , Hi all, I've joined the International Wizarding School Championship writing competition, and this story is my eighth entry. To readers of my other stories, this is set in the same universe as a previous one, Sirius Trouble, though it takes place much earlier in the timeline.This is an AU where James Potter was not home the night of Voldemort's attack in 1981. James survived, and eventually married Sirius Black. Together they raised Harry who was still the Boy Who Lived and The Chosen One, and other major plot points of the war still played out as we know them.   Warning: This story contains a depiction of the real-world terrorist bombings in London on 7 July 2005. While it does not include graphic descriptions, the events described may bother some readers. See Endnote for more information. , Harry's experience is an amalgamation of real, first-hand accounts of the events of 7 July 2005. I've done my best to pay tribute to the experiences of those who lived it, without drawing too much from one single person's account.Competition Info:Theme: Look at how wizards blend into the Muggle World and how they cope with Muggle problems.Main Prompts: [Word] SuperiorOther Prompts: [Potion] Draught of Peace, [Object] Family heirloom ",2020-05-06
24041446,Nico and Will are basically Draco’s dadslowburn drarry bc harry is obliviouslotsa language sozFluffsirius lives lolOblivious HarryRomione because I actually rly liked itthey figure it out earlier bc harry gets defensivebook RonI will fight for book Ron honestlyDemigod Draco Malfoy ,"Hecate requests that Solangelo travel to Hogwarts to save her son, Sirius Black, and prevent the wizarding war by helping Harry kill Voldemort before countless more die. , Sup kids, this is also on Wattpad under the same name because this is a fairly popular trope there, if you’d prefer. It’s pretty cliche, and a different fandom than what I’ve done so far, but it’s one of my favs so I thought I’d give it a go. 
All italics is Italian, bold is Greek
Please find me on tumblr under the same name :) , Kudos and comments appreciated, constructive criticism welcome :) ",2020-05-06
24041620,,"Hermione has to go, but before she does she needs to know how Draco truly feels about her. , This is my first posting so I am more than welcome to any suggestions or feedback you guys can provide to help me improve. This short story is inspired by the song 'Promise me - Beverley Craven' so please listen to it while you read the story. ",2020-05-06
24041641,Post-CanonPost-WarPost-HogwartsWeasleys' Wizard WheezesFluff and AngstFluffDomesticWizarding World (Harry Potter)Canon CompliantNot Epilogue CompliantCompletedCompleteInspired by Blvnk-Art's Harry Potter Fanart ,"The war is long over, but it's left its mark. When Ron asks George to give Luna Lovegood a job, it seems like easy charity. Luna's not just a batty teenager influenced by her conspiracy theorist father, anymore, though. And George has been missing a key ingredient to the magic of joke-shop enthusiasm for a while now.Will the shadow of the past come between them or help them make a bridge into the future? ",2020-05-06
24041656,dramione - FreeformOneshotMy First AO3 PostBirthday ,"Draco Malfoy spends his birthdays drunk. Always has since the war started, and anything else seems unfathomable to the young Malfoy. But what if one day something changed? Dramione one-shot , Thank you for reading this short Dramione oneshot. I wrote this a few years ago, but I decided to upload it here after fixing some mistakes. The original and my other Dramione fanfictions can be found on Fanfiction . net under the username RoyalBunnyPlease let me know what you think, I hope you enjoyed reading this <3 ",2020-05-06
24041719,Angst and TragedyTragic RomanceFemale Harry PotterAlternate Universe - Canon DivergenceGrievingLossPseudo-MarriageManipulative! Harry PotterChessmaster! Harry PotterParselmouth Harry PotterParseltongueHarry speaks in riddles to bother people and sound all mysteriousSuicidal ThoughtsSuicidal TendenciesHarry has a lack of self-preservation - discussOther Additional Tags to Be Added ,"Elizabeth Potter is 5 when her world dies, and 15 when she learns to piece it together again; one broken, dying promise at a time. ",2020-05-06
24041863,AngstPossibly Unrequited LovePiningSecret CrushImplied/Referenced Character DeathImplied RelationshipsViolencePOV Minor CharacterMinor Character(s)Character AnalysisCharacter Studythis one made me sadNon-Canon Relationshiplesbian angstLGBTQ ThemesPoor Lavendernot that graphic i think? ,"Lavender Brown had many regrets, but loving Pavarti Patil was not one of them. Now, she lay dying.An analysis of Lavender Brown's last moments. , This one was super tricky, but I hope I did Lavender justice. Please feel free to offer criticism or make requests. ",2020-05-06
24042247,hömppääFluff and HumorSuomi | Finnish ,"Pansy seurasi perässä, ei nyt varsinaisesti murjottaen, mutta varoen silti visusti hymyilemästä. , Kirjoitettu Artelle synttärificiksi <3 Kiitokset rimpsille avusta ja pervoilutuokiosta otsikon suhteen! :D Huom! En omista Pottereita, J.K. Rowling omistaa. Vaikka en hänen henkilökohtaisiin mielipiteisiinsä yhdy, tykkään edelleen hänen kirjasarjastaan. En saa tästä rahaa, elekää haastako oikeuteen! ",2020-05-06
24042481,Third Trimester InsomniaDomesticMpregPregnant Draco MalfoyNighttime Anxieties and WorriesAnxiety AttacksSpooningCuddly Harry PotterDraco Has To WeeHot ChocolateBump KissingBoys In LoveBoys KissingAuror Harry PotterPotioneer Draco MalfoyCaring Harry Potterflower namesMentions of SexMasturbationOral SexMassageBackrubsInsomniac DracoSo MarriedOrgasm As A Sleep AidHarry/Draco Mpreg Fest 2020 ,"Draco is suffering from a dreadful case of third trimester insomnia. Every night he lays awake until the small hours, his worries growing gigantic and his eight and a half month pregnant body aching and sore. Harry can't abide seeing his husband suffer, so he does a little bit of research in Draco's baby books. It seems the perfect cure for Draco's insomnia is right at his fingertips... , This is a self-prompt and takes inspiration from the Barenaked Ladies 1998 song  Who Needs Sleep?  especially these lyrics: Now I lay me down not to sleep/ I just get tangled in the sheets/ I swim in sweat three inches deep/ I just lay back and claim defeat.  Who hasn't been there occasionally? ❤ , Thank you for reading xxxxPlease show the author your appreciation in a comment and by leaving kudos  below. ♥This story is part of the on-going and anonymous H/D Mpreg fest. The author will be revealed June 21st. ",2020-06-19
24042721,Percy Jackson and Harry Potter are Half-SiblingsFuture Canon ShipsNot Canon Compliant - Harry Potter and the Prisoner of AzkabanPercy Jackson is a PotterAnnabeth Chase is a BlishwickFrederick Chase is a SquibSally Jackson is a Good ParentSally Jackson is Lily Potter and Petunia Dursley's SisterAfter the Sea of MonstersAll Percy Jackson Characters are a Year YoungerbecausePercy Jackson is Harry Potter's Younger BrotherHarry Potter is Percy Jackson's Older BrotherProtective Harry PotterHarry Potter is Protective of Percy JacksonProtective Percy JacksonBAMF Annabeth ChaseGryffindor Percy JacksonGryffindor Annabeth ChaseAnnabeth Chase/Percy Jackson FluffThey are 12 and the trio is 13so likeim a mess and forgot about my notesand messed with their ages multiple timesbut I fixed it! ,"What happens when Harry finds out that after all this time, he had a little brother? What if his little brother was a certain son of Poseidon we all know and love? Find out as they go through Hogwarts together, along with the rest of the Golden Trio and a daughter of Athena.—————I update sporadically, but I'm not abandoning this fic!! , Hello, everyone! In case you were wondering, this is a rewrite of a story I was five chapters into on FanFiction.Net. I wasn’t too happy with how I had written everything, so I decided to give it another shot. I hope you enjoy reading it! , I'm making some minor edits to some chapters due to some mistakes I made with the timeline of everything. The edits aren't big, so you don't have to re-read. Hogwarts starts at age 12. You are very welcome for this stupid thing I did. ",2020-05-06
24042766,Fluff and HumorRomanceSwearing ,Boss? Sucks. Roommates? Loud. Job? Boring. Refrigerator? Empty. Her office mate? A dud. But she kinda liked it when he laughed. ,2020-05-06
